,location,society,total_sqft,bath,balcony,price,bedrooms
723,Budigere,PrityTr,1153.0,2.0,2.0,57.0,2
724,other,PNncysi,1325.0,3.0,1.0,57.0,3
726,Jakkur,Socon Z,1590.0,2.0,2.0,125.0,3
729,other,Krite D,1202.0,2.0,1.0,48.0,2
731,other,Srisei ,1200.0,2.0,3.0,62.5,2
732,Panathur,Prcesvy,1688.0,3.0,1.0,118.0,3
733,other,Soestrn,1020.0,2.0,1.0,52.0,2
734,Sarjapur,Coa 3t ,1185.0,2.0,2.0,47.0,2
735,Ramagondanahalli,ViistLa,1235.0,2.0,1.0,52.04,2
736,Hosakerehalli,Taonte ,3205.0,5.0,1.0,500.0,4
738,Kengeri Satellite Town,MB-laan,1415.0,2.0,3.0,66.0,3
739,EPIP Zone,BrontLa,2330.0,3.0,2.0,162.0,3
740,Whitefield,JahanSa,805.0,2.0,2.0,35.0,2
742,Whitefield,DNlleks,1155.0,2.0,3.0,59.95,2
745,other,Alncy R,1100.0,2.0,0.0,48.0,2
748,other,RMcesa ,1468.0,2.0,1.0,140.0,2
749,other,RMaanSa,4300.0,5.0,2.0,550.0,4
750,Whitefield,Prtates,2280.0,4.0,2.0,126.0,3
751,Hegde Nagar,Soiniy ,1341.0,2.0,1.0,97.0,2
753,Electronic City Phase II,SNbay G,2225.0,4.0,0.0,98.88,4
754,Thanisandra,MenueNo,1185.0,2.0,2.0,43.51,2
755,other,VMianri,1750.0,3.0,2.0,85.0,3
756,Kudlu,GKityel,1152.0,2.0,1.0,53.5,2
758,Hulimavu,Jaise P,1300.0,2.0,3.0,36.0,2
761,Uttarahalli,Siayayo,1101.0,2.0,0.0,45.0,2
763,Yeshwanthpur,IBityin,667.0,1.0,1.0,36.85,1
764,Electronic City,GMown E,1070.0,2.0,1.0,55.0,2
765,Old Airport Road,Trnce A,1875.0,2.0,2.0,110.0,3
766,Kundalahalli,Dieldli,735.0,2.0,1.0,57.99,2
769,Marathahalli,PuilaMi,1215.0,2.0,1.0,67.0,2
771,other,Prodsth,820.0,2.0,1.0,30.0,2
772,other,Brens7 ,1177.5,2.0,0.0,59.935,2
773,Battarahalli,PaontWa,1779.0,3.0,2.0,89.61,3
774,other,HMRWAyo,1105.0,2.0,2.0,58.0,2
776,Whitefield,UKkente,1650.0,3.0,2.0,60.0,3
777,Jalahalli,Tahtsla,1694.0,2.0,2.0,150.0,2
778,Hosakerehalli,Taonte ,2376.0,3.0,1.0,203.0,3
780,Kammasandra,Icingpy,674.0,2.0,1.0,33.0,2
781,Kaggadasapura,SLireap,1185.0,2.0,1.0,41.0,2
782,other,Bhmesy ,445.0,1.0,0.0,28.0,1
785,Gottigere,Sklls C,1618.0,3.0,3.0,82.5,3
786,Koramangala,Vaanda ,1120.0,2.0,0.0,65.0,2
787,Marathahalli,Sutte C,2181.0,3.0,2.0,152.0,4
790,Bannerghatta Road,DSnjh S,1556.0,2.0,1.0,59.13,3
791,Bannerghatta Road,Hiatei ,1179.0,2.0,1.0,66.02,2
792,Thanisandra,Bhmesy ,1296.0,2.0,2.0,83.0,2
793,Kaggadasapura,VSomepi,1275.0,2.0,2.0,52.0,2
796,Gottigere,Krryll ,1222.0,2.0,1.0,63.0,2
797,Electronic City,Palleon,940.0,2.0,1.0,41.0,2
798,Thanisandra,MenueNo,1185.0,2.0,2.0,42.6,2
799,Tumkur Road,Soite E,1779.0,3.0,2.0,112.0,3
800,Begur Road,Dhalsh ,1615.0,3.0,2.0,59.76,3
802,Haralur Road,Zostaa ,1056.0,2.0,1.0,61.0,2
804,other,Prdowth,920.0,2.0,1.0,40.0,2
805,other,BMityre,1602.0,2.0,0.0,75.0,3
809,Kasavanhalli,HMonymp,1717.0,3.0,3.0,99.0,3
811,Bhoganhalli,Rosha I,2119.0,4.0,3.0,111.0,4
812,Vittasandra,Prlla C,1246.0,2.0,1.0,67.3,2
813,Anandapura,ViensRK,1141.0,2.0,1.0,42.79,2
815,Chandapura,SuVue S,1025.0,2.0,2.0,27.68,2
816,Yelahanka New Town,KHatsFl,650.0,1.0,2.0,33.0,1
817,Hebbal,Prersis,1349.0,2.0,1.0,98.0,2
818,other,Veodsar,1566.0,3.0,1.0,83.3,3
819,Sahakara Nagar,OsrdsOr,2830.0,3.0,3.0,195.0,4
822,Varthur,Hirio L,1091.0,2.0,1.0,34.9,2
823,Rachenahalli,Leino C,3670.0,4.0,3.0,300.0,4
825,Yeshwanthpur,Detat H,1950.0,4.0,0.0,130.0,4
827,Yelahanka,Shana S,1705.0,3.0,2.0,95.0,3
828,Kalyan nagar,Disical,1375.0,3.0,2.0,75.0,3
829,Kanakpura Road,PrarePa,525.0,1.0,1.0,30.0,1
831,Thanisandra,SLaceda,1114.0,2.0,1.0,39.0,2
832,7th Phase JP Nagar,Brsiaen,1450.0,2.0,1.0,100.0,3
835,Hebbal,Ratlet ,1000.0,2.0,2.0,45.0,2
836,Electronic City,Prarkun,1128.0,2.0,1.0,68.75,2
837,Kanakpura Road,Wiowsri,1180.0,2.0,2.0,57.0,2
841,Kanakpura Road,PuandHi,1339.0,2.0,3.0,75.0,2
843,7th Phase JP Nagar,SrncyRe,1040.0,2.0,1.0,39.52,2
846,Sarjapur  Road,Klark L,1691.0,3.0,2.0,113.0,3
847,Bisuvanahalli,Prityel,1075.0,3.0,2.0,36.0,3
850,Bannerghatta Road,PrarePa,1122.5,2.0,0.0,58.935,2
851,other,Puestig,1665.0,3.0,2.0,86.58,3
853,Brookefield,Mapleer,1142.0,2.0,2.0,70.0,2
854,other,Diacee ,1976.0,3.0,1.0,184.0,3
862,Electronics City Phase 1,Shitt S,1175.0,2.0,2.0,51.47,2
863,Subramanyapura,DSagax ,1200.0,2.0,2.0,52.0,2
864,Kodichikkanahalli,Prs 2hi,995.0,2.0,1.0,41.0,2
865,Magadi Road,Vrenty ,884.0,2.0,1.0,41.1,2
867,Yeshwanthpur,IBityin,1170.0,2.0,2.0,57.0,2
868,KR Puram,LVniaar,1225.0,2.0,1.0,46.55,2
869,Electronic City,Prarkun,1342.0,2.0,1.0,73.3,2
871,other,Shyas S,1320.0,3.0,0.0,65.0,3
873,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,1.0,49.39,2
874,Battarahalli,Sancy L,1300.0,2.0,1.0,50.0,2
876,Thigalarapalya,Prtanha,2072.0,4.0,2.0,142.0,3
878,Electronic City,GMown E,1360.0,2.0,1.0,71.0,3
879,Hosur Road,Sueneu ,1145.0,2.0,2.0,60.0,3
880,Uttarahalli,Laihai ,1540.0,2.0,0.0,40.0,3
881,Sarjapur  Road,Adeatlm,1278.0,2.0,2.0,95.0,2
882,Electronic City Phase II,SNbay G,630.0,1.0,1.0,40.0,1
883,Kanakpura Road,PrarePa,1100.0,3.0,2.0,58.0,3
884,other,Brersld,1200.0,3.0,0.0,95.0,3
886,Chandapura,SuVue S,582.5,1.0,0.0,15.135,1
887,Chandapura,SunceEs,1015.0,2.0,2.0,25.88,2
894,other,Leton A,1180.0,2.0,1.0,69.0,2
895,Whitefield,Sonviik,1116.0,2.0,3.0,51.91,2
896,7th Phase JP Nagar,SrncyRe,1070.0,2.0,1.0,42.79,2
897,Varthur,Uptusol,1385.0,2.0,3.0,80.0,2
900,Magadi Road,Vrenty ,1005.0,2.0,1.0,55.78,2
901,Green Glen Layout,Soinequ,1575.0,3.0,2.0,125.0,3
902,Subramanyapura,Mayne A,975.0,2.0,1.0,65.0,2
903,Hennur Road,SaireSa,1904.0,3.0,2.0,120.0,3
905,Kanakpura Road,PrarePa,525.0,1.0,1.0,26.0,1
907,Electronic City Phase II,Daosts ,2400.0,3.0,1.0,150.0,2
910,Harlur,Prncyrn,1174.0,2.0,1.0,69.0,2
912,Whitefield,UKe 2nz,2225.0,2.0,1.0,125.0,3
913,other,SontsAp,1250.0,2.0,0.0,200.0,2
914,Jigani,DLhtsan,918.0,2.0,2.0,52.0,2
917,Marathahalli,Foodasa,1170.0,2.0,3.0,53.0,2
920,Jakkur,BrdgeNo,1710.0,3.0,2.0,107.0,3
921,Kambipura,Prrtht ,1082.0,2.0,1.0,57.5,3
926,other,Asorai ,1554.0,3.0,2.0,55.0,3
927,Thanisandra,Omter A,1142.5,2.0,0.0,43.415,2
930,Hosa Road,Skume R,1045.0,2.0,1.0,98.89,2
932,Ambedkar Nagar,SoechHa,1935.0,4.0,2.0,130.0,3
934,Lakshminarayana Pura,RothaVa,1680.0,3.0,2.0,150.0,3
935,Hebbal,Raard B,2470.0,5.0,2.0,247.0,4
936,1st Phase JP Nagar,Prhtsok,2825.0,4.0,3.0,250.0,4
937,Hosakerehalli,Taonte ,2480.0,3.0,1.0,330.0,3
940,Kasavanhalli,Ocrda M,1799.0,3.0,3.0,90.0,3
942,Attibele,Jae 2hu,400.0,1.0,1.0,11.0,1
943,Kundalahalli,Dieldli,1047.0,2.0,1.0,82.0,2
944,other,Kesomrn,1282.0,2.0,2.0,87.0,2
947,Whitefield,UKe 2nz,1495.0,2.0,1.0,79.5,2
948,Kasavanhalli,Vaidsi ,3260.0,4.0,1.0,240.0,4
950,Koramangala,K ncy R,3500.0,5.0,2.0,425.0,4
952,Sahakara Nagar,EsniaGa,1500.0,2.0,2.0,95.0,3
954,Uttarahalli,Laihai ,1540.0,3.0,0.0,50.0,3
955,Hosa Road,Pamesy ,1639.0,3.0,1.0,80.0,3
957,Raja Rajeshwari Nagar,GrrvaGr,1303.0,2.0,2.0,55.79,2
958,Koramangala,K ncy R,1005.0,1.0,1.0,110.0,2
959,Kammasandra,Puitea ,657.5,1.0,0.0,18.41,1
960,Chandapura,SunceEs,1305.0,3.0,1.0,33.28,3
963,Brookefield,Saowson,1440.0,2.0,3.0,68.0,3
965,Rajaji Nagar,Brway G,1725.0,3.0,3.0,200.0,3
969,Varthur,Myple M,1535.0,3.0,2.0,65.99,3
971,Haralur Road,NRowse ,1464.0,3.0,2.0,56.0,3
972,other,Spdoren,1350.0,2.0,3.0,80.0,2
978,other,Spanda ,650.0,2.0,0.0,42.0,2
980,Electronics City Phase 1,Shelash,950.0,2.0,3.0,31.0,2
984,7th Phase JP Nagar,Vasta C,1190.0,2.0,1.0,49.98,2
987,Hennur Road,SaireSa,1891.0,3.0,1.0,109.0,3
989,Hosa Road,Mahesr ,1161.0,2.0,1.0,55.15,2
990,Sarjapur,DSousyl,649.5,1.0,0.0,17.535,1
993,Yeshwanthpur,IBityin,665.0,1.0,1.0,36.85,1
995,Hoodi,Goeur G,1425.0,2.0,2.0,80.0,2
998,Somasundara Palya,Abeesmi,1255.0,2.0,2.0,67.0,2
999,Hegde Nagar,SoisoCa,2112.95,4.0,2.0,145.0,3
1001,Haralur Road,SNnia E,1810.0,3.0,2.0,100.0,3
1006,Electronic City Phase II,Sryalan,1400.0,2.0,1.0,40.43,3
1007,other,Graceik,1485.0,2.0,2.0,67.0,3
1009,Pattandur Agrahara,Shvarji,1025.0,2.0,1.0,44.5,2
1013,Whitefield,ArsiaEx,2268.0,3.0,2.0,163.0,4
1014,Kanakpura Road,PrarePa,1100.0,3.0,2.0,53.0,3
1015,other,VMianri,1141.0,2.0,0.0,62.0,2
1016,Attibele,Jae 1hu,400.0,1.0,1.0,12.0,1
1023,Kanakpura Road,Puestol,1843.0,3.0,2.0,95.84,3
1026,Rachenahalli,Sovar S,1530.0,2.0,2.0,74.5,3
1029,Vittasandra,Prlla C,1246.0,2.0,1.0,64.5,2
1030,Kanakapura,GoityEt,711.0,1.0,1.0,38.0,1
1031,Haralur Road,RInceeg,1194.0,2.0,2.0,46.0,2
1032,other,ARngsd ,1358.0,2.0,1.0,43.4,3
1034,Hoodi,Goeur G,1420.0,2.0,2.0,75.0,2
1037,other,Gruesaf,1209.0,2.0,1.0,50.0,2
1040,Panathur,Saite G,1315.0,2.0,1.0,54.8,3
1043,other,RKncyha,1600.0,2.0,2.0,65.0,3
1045,other,AritaFe,1563.0,3.0,2.0,52.0,3
1046,Whitefield,SRidePr,1560.0,2.0,2.0,72.0,3
1050,Iblur Village,Emine P,3235.0,3.0,1.0,235.0,3
1052,HSR Layout,NRosete,1140.0,2.0,2.0,46.0,2
1055,JP Nagar,Saowsri,1100.0,2.0,2.0,70.0,2
1057,Hebbal,Arcia S,1036.0,2.0,1.0,50.0,2
1058,Akshaya Nagar,DLhtsnd,1662.0,3.0,3.0,85.1,3
1059,other,PuontBe,1464.0,2.0,3.0,105.0,3
1060,Yelahanka,NCowsar,1234.0,2.0,2.0,80.0,2
1061,Sarjapur  Road,Arldsyo,1403.0,3.0,1.0,55.0,3
1065,Hebbal,RMudeat,3900.0,4.0,2.0,410.0,4
1071,other,Saarea ,1405.0,2.0,2.0,70.0,2
1073,Haralur Road,SNnia E,2805.0,4.0,3.0,154.0,4
1074,Yeshwanthpur,IBityin,1161.0,2.0,2.0,64.08,2
1075,Kanakpura Road,Soena A,1290.0,2.0,3.0,74.0,2
1076,Yeshwanthpur,IBityin,2557.0,3.0,2.0,141.0,3
1077,other,Raaden ,1480.0,3.0,2.0,90.0,3
1079,Old Madras Road,SheldGr,1350.0,3.0,0.0,54.54,3
1080,Kadugodi,MSingco,1580.0,2.0,2.0,65.0,3
1083,Sarjapur  Road,PualeSk,1346.0,2.0,1.0,61.92,2
1088,other,RMncy R,1200.0,2.0,2.0,35.0,2
1089,Channasandra,Pritehi,1340.0,2.0,2.0,48.33,3
1091,Jigani,DLhtsan,918.0,2.0,2.0,48.0,2
1092,other,CoiewSy,1500.0,3.0,2.0,115.0,3
1093,Yelahanka,Velas V,1315.0,2.0,2.0,85.0,2
1096,Uttarahalli,Aklia R,1330.0,2.0,1.0,56.0,3
1098,other,Ceral C,1824.0,3.0,3.0,125.0,3
1099,7th Phase JP Nagar,Brnia G,1420.0,2.0,2.0,96.0,3
1101,other,ShshaSa,1260.0,2.0,1.0,60.0,3
1102,Hennur Road,Orens G,1561.0,3.0,2.0,95.0,3
1106,Haralur Road,SNnia E,1225.0,2.0,1.0,67.38,2
1107,Thanisandra,Soitya ,2144.0,3.0,2.0,135.0,3
1109,Electronic City,Itelaa ,880.0,2.0,2.0,29.0,2
1110,Hoodi,GoAirej,1639.0,3.0,2.0,110.0,3
1111,Thanisandra,Pronyt ,1240.0,2.0,1.0,62.0,3
1113,Haralur Road,RInceeg,1243.0,2.0,1.0,46.0,2
1116,Kambipura,Prrtht ,1082.0,2.0,1.0,56.0,3
1118,Kanakpura Road,Puestol,1665.0,3.0,2.0,86.58,3
1119,Electronic City,GoontLa,1265.0,2.0,0.0,56.93,2
1120,Electronic City,KonteiT,1691.0,2.0,2.0,102.0,3
1121,Thanisandra,SLaceda,1100.0,2.0,1.0,38.0,2
1124,Hosakerehalli,Taonte ,3205.0,5.0,1.0,380.0,4
1126,Choodasandra,GRhtiru,1115.0,2.0,2.0,50.0,2
1127,Mysore Road,Brama P,1070.0,2.0,1.0,45.0,2
1128,Indira Nagar,Aentsbe,1128.0,2.0,2.0,105.0,2
1129,Budigere,PrityTr,1162.0,2.0,1.0,57.0,2
1130,other,Alivae ,1339.0,2.0,2.0,55.0,2
1131,Mahadevpura,Neagar ,1192.0,2.0,2.0,75.0,2
1132,Haralur Road,DSimaUl,1920.0,3.0,1.0,115.0,3
1133,Hennur,Shateor,1255.0,2.0,1.0,52.32,2
1134,Rajaji Nagar,ProdsWe,1357.0,2.0,1.0,115.0,2
1136,other,Saersel,1225.0,2.0,2.0,55.11,2
1137,Whitefield,Saark H,2400.0,4.0,3.0,200.0,4
1139,Thanisandra,Bhmesy ,1093.0,2.0,2.0,70.0,2
1140,other,Suncy R,1865.0,3.0,3.0,145.0,3
1142,other,Srsica ,1039.0,2.0,2.0,80.0,2
1143,Vittasandra,Prlla C,1246.0,2.0,1.0,64.5,2
1144,Whitefield,Suent V,1985.0,3.0,2.0,75.0,3
1145,Hosakerehalli,APncyla,1590.0,3.0,3.0,49.0,3
1146,other,EmardBo,4000.0,4.0,2.0,675.0,4
1147,Electronic City Phase II,Assha A,775.0,2.0,2.0,38.0,2
1148,other,PancyRe,1000.0,2.0,1.0,50.0,2
1149,Hebbal Kempapura,Goateds,1800.0,3.0,2.0,175.0,3
1150,Bommasandra,SSestth,1035.0,2.0,1.0,41.0,2
1151,Dasarahalli,Syonyph,1520.0,2.0,1.0,75.0,3
1152,Whitefield,BrlisCo,1360.0,2.0,1.0,95.0,2
1153,other,FeowsMe,6000.0,5.0,3.0,400.0,4
1154,other,Shyas S,1117.0,2.0,2.0,56.0,2
1155,KR Puram,Esnamin,1200.0,4.0,3.0,120.0,4
1156,EPIP Zone,BrontLa,1330.0,2.0,1.0,92.5,2
1157,Marathahalli,Prionad,1937.0,3.0,2.0,160.0,3
1158,Electronic City,Prarkun,1128.0,2.0,1.0,65.49,2
1159,Neeladri Nagar,NatisAt,1053.0,2.0,1.0,45.0,2
1160,Panathur,Prcesvy,1198.0,2.0,1.0,77.0,2
1161,Marathahalli,Spows M,1152.0,2.0,1.0,56.0,2
1163,Frazer Town,Maentr ,1625.0,2.0,1.0,75.0,2
1164,Kundalahalli,Dieldli,1397.0,3.0,3.0,105.0,3
1165,Yeshwanthpur,Saade E,1523.0,3.0,3.0,170.0,3
1166,Kambipura,Prrtht ,883.0,2.0,1.0,45.0,2
1167,Kaggalipura,Baowsig,700.0,1.0,0.0,38.0,1
1168,Yelahanka,Neite T,1170.0,2.0,1.0,62.5,2
1169,Kanakpura Road,Shiew T,1200.0,2.0,2.0,42.0,3
1172,Akshaya Nagar,DLhtsnd,1897.0,3.0,2.0,120.0,3
1174,Haralur Road,SNnia E,1875.0,3.0,2.0,110.0,3
1176,other,Maens G,3095.0,3.0,3.0,350.0,3
1177,Ambalipura,SJarkte,1390.0,2.0,1.0,175.0,3
1178,Yelahanka,Un 46th,1450.0,3.0,0.0,65.255,3
1179,Yelahanka,Prensya,697.0,1.0,0.0,45.0,1
1180,Sarjapur  Road,Shthi S,710.0,1.0,1.0,27.0,1
1181,other,VaoldMa,910.0,2.0,1.0,30.5,2
1182,other,Suiseit,1025.0,2.0,1.0,48.0,3
1183,Magadi Road,Vrenty ,1000.0,2.0,0.0,46.5,2
1186,Sarjapur  Road,Adeatlm,3335.0,5.0,2.0,300.0,4
1187,Thanisandra,SLityee,971.5,2.0,0.0,36.435,2
1190,Varthur,DSingSt,1024.0,2.0,2.0,42.0,2
1191,Electronic City,Suashen,1620.0,3.0,2.0,62.0,3
1192,Whitefield,SSthamh,1254.0,2.0,2.0,40.0,2
1193,Banashankari,Skave E,1300.0,2.0,2.0,75.0,3
1196,Hosur Road,PuendWe,1510.0,2.0,1.0,105.0,3
1197,Kaggalipura,Baowsig,950.0,2.0,1.0,65.0,2
1198,Battarahalli,PaontWa,1945.0,3.0,2.0,97.42,3
1199,Uttarahalli,Shierhi,1008.0,2.0,3.0,45.0,2
1200,Thanisandra,Bhmesy ,1265.0,2.0,1.0,79.0,3
1201,Hebbal,Magiaya,1255.0,2.0,1.0,77.68,3
1202,Kanakpura Road,PrityFa,2689.0,6.0,2.0,220.0,4
1204,Sarjapur  Road,Daivon ,1403.0,3.0,3.0,51.63,3
1205,Kudlu Gate,Srier P,1535.0,3.0,2.0,85.0,3
1207,other,SihtsHe,1475.0,2.0,2.0,120.0,3
1210,other,AbnceEs,1133.0,2.0,2.0,55.0,2
1215,Whitefield,Prtates,1697.0,3.0,2.0,94.79,3
1217,other,Siace P,1560.0,3.0,1.0,188.0,3
1218,Hennur Road,Koagati,1192.0,2.0,1.0,60.0,3
1221,Kasavanhalli,Salisal,1349.0,2.0,2.0,78.0,2
1223,7th Phase JP Nagar,Eladero,1680.0,3.0,2.0,120.0,3
1226,Kalyan nagar,SLnorMa,820.0,2.0,0.0,39.0,2
1227,Whitefield,Skensk ,5000.0,4.0,3.0,400.0,4
1229,other,Sothin ,856.0,2.0,3.0,40.0,2
1230,Rajaji Nagar,Puwerun,1621.0,4.0,0.0,130.0,3
1232,Bannerghatta Road,TGjraVa,1484.0,3.0,2.0,52.5,3
1234,other,Apavea ,14000.0,3.0,2.0,800.0,4
1235,Yelahanka New Town,KHatsFl,500.0,1.0,1.0,20.0,1
1240,other,PancyRe,1384.0,3.0,2.0,62.28,3
1242,Uttarahalli,Sungsha,1150.0,2.0,1.0,49.0,2
1244,Kaggadasapura,Adsia F,2150.0,4.0,1.0,100.0,4
1247,other,ArnzaFi,1508.0,3.0,2.0,70.25,3
1248,Ramamurthy Nagar,Foghaa ,1040.0,2.0,2.0,50.0,2
1249,other,Lancy R,1240.0,2.0,1.0,60.0,2
1250,Kudlu Gate,Srier P,1535.0,3.0,1.0,78.0,3
1251,Lakshminarayana Pura,RothaVa,1180.0,2.0,2.0,75.0,2
1253,Bannerghatta Road,SNity S,1400.0,2.0,2.0,78.0,2
1255,Whitefield,Pronege,4800.0,4.0,3.0,525.0,4
1256,Sarjapur  Road,Puallhi,1984.0,4.0,1.0,146.0,3
1257,Whitefield,VDe 1Du,3000.0,5.0,3.0,250.0,4
1258,other,BrlisMe,1960.0,3.0,3.0,160.0,3
1259,Sarjapur  Road,Shthi S,1035.0,2.0,1.0,45.0,2
1261,Whitefield,Mithmn ,1700.0,3.0,2.0,115.0,3
1262,Hosakerehalli,Taonte ,3024.0,5.0,1.0,248.0,4
1263,Tumkur Road,Sapus S,1586.0,3.0,1.0,100.0,3
1265,Chikka Tirupathi,Theanmp,2325.0,4.0,1.0,120.0,4
1266,Yelahanka,Rarthne,1120.0,2.0,2.0,55.0,2
1268,Sarjapur  Road,CharkGr,1128.0,2.0,2.0,59.0,2
1270,Jigani,DLhtsan,924.0,2.0,2.0,65.0,2
1271,other,AritaFe,1600.0,3.0,2.0,52.0,3
1273,other,Srncy R,1200.0,2.0,2.0,55.0,2
1276,Kannamangala,VBownre,957.0,2.0,1.0,56.0,2
1277,Whitefield,SSthamh,1140.0,2.0,2.0,41.0,2
1278,other,RortsCo,1050.0,2.0,1.0,67.0,2
1280,Whitefield,GClmsun,1190.0,2.0,3.0,57.0,2
1282,Kanakpura Road,SoapeSu,1558.67,2.0,2.0,65.0,3
1284,Whitefield,Iseenst,1403.0,2.0,2.0,60.81,3
1285,Kanakpura Road,SLourle,1542.0,2.0,3.0,85.0,3
1286,Haralur Road,IDlleri,2750.0,4.0,0.0,220.0,4
1287,Iblur Village,Emine P,3596.0,5.0,1.0,290.0,4
1291,other,Puceswn,1596.0,3.0,1.0,105.0,3
1292,Channasandra,Unm 2El,1009.0,2.0,1.0,38.34,2
1293,Hosa Road,Mahesr ,1726.0,3.0,2.0,81.99,3
1294,Kudlu Gate,Srier P,1535.0,3.0,2.0,86.0,3
1296,Whitefield,Adowslm,3100.0,4.0,2.0,465.0,4
1298,Binny Pete,Shestlo,665.0,1.0,0.0,50.75,1
1301,other,Sothin ,925.0,2.0,2.0,48.0,2
1303,other,ArzzaRe,1395.0,2.0,1.0,63.59,2
1304,Sonnenahalli,DSgam S,1415.0,2.0,1.0,55.0,3
1305,Begur,Arera V,1419.0,2.0,2.0,59.0,3
1306,Kasavanhalli,Brersge,1121.0,2.0,2.0,78.0,2
1308,KR Puram,MCnexva,1100.0,2.0,1.0,47.0,2
1309,Hoodi,Keers S,1606.0,3.0,3.0,89.55,3
1311,other,Niateki,4634.0,4.0,3.0,1015.0,3
1312,Old Airport Road,Vadel C,1206.0,2.0,3.0,75.0,2
1313,Sarjapur  Road,HIideSu,1495.0,2.0,0.0,64.0,3
1315,Electronic City,Itelaa ,710.0,2.0,2.0,16.0,2
1317,Nagarbhavi,DSesthr,1523.0,2.0,2.0,53.4,3
1318,Whitefield,Krine C,1232.0,2.0,2.0,45.0,2
1319,Rachenahalli,AsNowre,680.0,1.0,1.0,44.0,1
1320,Hebbal,Magiaya,1355.0,3.0,1.0,83.87,3
1321,Thanisandra,MenueNo,1430.0,2.0,2.0,51.46,3
1323,Electronic City,GMown E,1070.0,2.0,1.0,56.1,2
1327,Marathahalli,SatatHa,1610.0,3.0,1.0,90.0,3
1328,Haralur Road,RInceeg,1140.0,2.0,2.0,43.0,2
1329,Raja Rajeshwari Nagar,GrrvaGr,1143.0,2.0,2.0,38.65,2
1330,Jakkur,SoineC ,3467.86,6.0,3.0,249.0,4
1331,Rachenahalli,Sovar S,1530.0,2.0,2.0,74.4,3
1332,7th Phase JP Nagar,Brnia G,980.0,2.0,2.0,69.0,2
1333,Whitefield,ChodsGr,1485.0,3.0,2.0,65.0,3
1334,Whitefield,WoarkEm,1500.0,3.0,1.0,130.0,3
1335,Whitefield,Umods W,1280.0,2.0,1.0,75.0,2
1336,Thanisandra,Bhmesy ,1265.0,2.0,2.0,85.0,2
1338,other,SJcerpe,1262.0,2.0,2.0,63.0,2
1339,JP Nagar,Maentor,940.0,2.0,1.0,49.0,2
1341,Jigani,DLhtsan,1300.0,3.0,3.0,150.0,3
1343,Electronic City,Itvir M,890.0,2.0,2.0,45.0,2
1345,Hennur Road,SaireSa,2060.0,3.0,1.0,149.0,3
1346,Bommanahalli,SNeur G,1730.0,3.0,1.0,96.0,3
1347,Yelahanka,Leilo E,2195.0,4.0,2.0,127.0,3
1351,Panathur,Caiya D,1085.0,2.0,1.0,36.0,2
1358,Hoodi,GoAirej,1639.0,3.0,1.0,98.32,3
1360,Vijayanagar,Saityat,1739.0,3.0,1.0,116.0,3
1362,Old Madras Road,Shmes O,935.0,2.0,1.0,32.72,2
1363,other,Bhe 2ko,510.0,1.0,1.0,25.25,1
1365,other,PrestSe,1178.0,2.0,3.0,47.0,2
1366,other,Siourpl,1375.0,2.0,1.0,50.0,3
1367,Chandapura,Halms S,1065.0,2.0,1.0,33.0,3
1373,Koramangala,Wiass G,1835.0,2.0,3.0,155.0,3
1374,Hoodi,Caycend,2090.0,4.0,0.0,95.1,4
1375,Lingadheeranahalli,Soiewre,1519.0,3.0,1.0,93.0,3
1376,other,Asene S,1267.0,3.0,2.0,56.0,3
1377,other,Camesa ,1150.0,2.0,3.0,72.2,2
1378,Marathahalli,PrensKe,1146.0,2.0,1.0,70.0,2
1380,Kannamangala,Marnaer,1550.0,3.0,3.0,65.0,3
1381,Chandapura,KHityry,850.0,1.0,1.0,18.5,2
1386,Raja Rajeshwari Nagar,Avlya A,1610.0,3.0,2.0,74.0,3
1387,Bellandur,Krine O,921.0,2.0,2.0,40.0,2
1390,Sarjapur  Road,SocusHi,1700.0,3.0,3.0,110.0,3
1391,Sarjapur,Sondaka,1020.0,2.0,2.0,35.0,2
1392,Billekahalli,Dintsmi,1090.0,2.0,3.0,52.0,2
1395,Thanisandra,MenueNo,1185.0,2.0,2.0,42.1,2
1396,Doddathoguru,Prianhi,850.0,2.0,1.0,25.0,2
1397,Harlur,Prncyrn,1197.0,2.0,1.0,84.0,2
1398,other,ETntsce,3500.0,3.0,3.0,450.0,4
1401,Raja Rajeshwari Nagar,i1rtsCo,1105.0,2.0,1.0,65.0,2
1402,Yeshwanthpur,GoandAc,1850.0,3.0,3.0,100.0,3
1403,other,PrarePa,1300.0,3.0,1.0,64.0,3
1405,Kodihalli,Priesla,3073.0,5.0,2.0,696.0,4
1410,Kanakpura Road,PrarePa,900.0,2.0,1.0,46.0,2
1414,Bannerghatta Road,PrliaRe,1654.0,3.0,2.0,100.0,3
1417,other,Hoens T,1367.0,2.0,2.0,62.0,2
1418,Devanahalli,Brntsal,1010.0,2.0,1.0,51.0,2
1420,other,SVon hn,1535.0,3.0,1.0,95.0,3
1424,Whitefield,BSlasin,1330.0,2.0,1.0,71.0,2
1425,JP Nagar,Ronty C,2500.0,3.0,2.0,135.0,3
1427,Bhoganhalli,BSisear,1410.0,3.0,1.0,65.0,3
1429,Yelahanka,PuziaVe,1614.0,3.0,2.0,95.0,3
1430,Neeladri Nagar,GeereEc,1363.0,2.0,2.0,68.0,2
